date,AAPL,AMC,AMZN,CCEP,CFLT,GME,GOOGL,JPM,META,MSFT,NVDA,SPY,TSLA,UNH,^GSPC
2020-10-05,116.5,,159.9600067138672,40.029998779296875,,2.365000009536743,74.1415023803711,99.04000091552734,264.6499938964844,210.3800048828125,13.642499923706056,339.760009765625,141.89332580566406,318.1499938964844,3408.60009765625
2020-10-06,113.16000366210938,,154.9980010986328,39.7599983215332,,2.2825000286102295,72.5510025024414,98.0199966430664,258.6600036621094,205.91000366210935,13.736499786376951,334.92999267578125,137.9933319091797,314.45001220703125,3360.969970703125
2020-10-07,115.08000183105467,40.400001525878906,159.7845001220703,39.41999816894531,,2.3399999141693115,72.95700073242188,99.7300033569336,258.1199951171875,209.8300018310547,13.96399974822998,340.760009765625,141.76666259765625,323.1700134277344,3419.43994140625
2020-10-08,114.97000122070312,41.400001525878906,159.52749633789062,40.400001525878906,,,74.17150115966797,101.77999877929688,263.760009765625,210.5800018310547,13.838749885559082,343.7799987792969,141.97332763671875,322.4100036621094,3446.830078125
2020-10-09,116.97000122070312,40.5,164.33250427246094,40.22999954223633,,,75.52249908447266,101.1999969482422,264.45001220703125,215.80999755859375,13.762749671936035,346.8500061035156,144.6666717529297,327.8399963378906,3477.139892578125
2020-10-12,124.4000015258789,40.79999923706055,172.14649963378906,40.18000030517578,,,78.22949981689453,102.44000244140624,275.75,221.3999938964844,14.22599983215332,352.42999267578125,147.43333435058594,329.9700012207031,3534.219970703125
2020-10-13,121.0999984741211,,172.18150329589844,39.97999954223633,,2.9700000286102295,78.35350036621094,100.77999877929688,276.1400146484375,222.86000061035156,14.248250007629396,350.1300048828125,148.88333129882812,331.4200134277344,3511.929931640625
2020-10-14,121.19000244140624,,168.1855010986328,39.83000183105469,,3.0625,78.1719970703125,100.22000122070312,271.82000732421875,220.86000061035156,14.095250129699709,347.92999267578125,153.76666259765625,321.8500061035156,3488.669921875
2020-10-15,120.70999908447266,,166.9324951171875,38.459999084472656,,,77.77349853515625,101.72000122070312,266.7200012207031,219.66000366210935,13.970000267028809,347.5,149.6266632080078,324.57000732421875,3483.340087890625
2020-10-16,119.0199966430664,,163.635498046875,38.31999969482422,,3.327500104904175,78.38500213623047,101.51000213623048,265.92999267578125,219.66000366210935,13.81149959564209,347.2900085449219,146.55667114257812,329.8999938964844,3483.81005859375
2020-10-19,115.9800033569336,,160.36050415039062,37.66999816894531,,3.4774999618530273,76.49749755859375,99.8000030517578,261.3999938964844,214.22000122070312,13.497750282287598,342.010009765625,143.61000061035156,324.2200012207031,3426.919921875
2020-10-20,117.51000213623048,,160.85049438476562,37.900001525878906,,3.4649999141693115,77.55400085449219,100.37000274658205,267.55999755859375,214.6499938964844,13.645500183105469,343.3800048828125,140.64666748046875,323.4100036621094,3443.1201171875
2020-10-21,116.87000274658205,30.0,159.2469940185547,37.88999938964844,,3.5250000953674316,79.29949951171875,99.37000274658205,278.7300109863281,214.8000030517578,13.524749755859377,342.7300109863281,140.8800048828125,322.7900085449219,3435.56005859375
2020-10-22,115.75,31.200000762939453,158.82000732421875,39.47999954223633,,3.7274999618530273,80.33300018310547,102.87999725341795,278.1199951171875,214.88999938964844,13.361000061035156,344.6099853515625,141.92999267578125,325.7300109863281,3453.489990234375
2020-10-23,115.04000091552734,29.700000762939453,160.22000122070312,39.029998779296875,,3.75,81.64900207519531,103.80999755859376,284.7900085449219,216.22999572753903,13.590250015258787,345.7799987792969,140.2100067138672,330.6000061035156,3465.389892578125
2020-10-26,115.0500030517578,27.5,160.3520050048828,38.290000915527344,,,79.2145004272461,101.23999786376952,277.1099853515625,210.0800018310547,13.141249656677246,339.3900146484375,140.0933380126953,323.05999755859375,3400.969970703125
2020-10-27,116.5999984741211,27.899999618530273,164.31649780273438,38.130001068115234,,,79.94400024414062,99.33000183105467,283.2900085449219,213.25,13.396750450134276,338.2200012207031,141.55999755859375,320.510009765625,3390.679931640625
2020-10-28,111.1999969482422,26.100000381469727,158.13900756835938,36.72999954223633,,2.9549999237060547,75.54000091552734,96.54000091552734,267.6700134277344,202.67999267578125,12.626999855041504,326.6600036621094,135.33999633789062,308.0,3271.030029296875
2020-10-29,115.31999969482422,25.200000762939453,160.55050659179688,36.25,,2.932499885559082,77.84400177001953,97.16999816894533,280.8299865722656,204.72000122070312,13.02400016784668,329.9800109863281,136.94332885742188,303.67999267578125,3310.110107421875
2020-10-30,108.86000061035156,23.600000381469727,151.8074951171875,35.709999084472656,,,80.80549621582031,98.04000091552734,263.1099853515625,202.47000122070312,12.534000396728516,326.5400085449219,129.34666442871094,305.1400146484375,3269.9599609375
2020-11-02,108.7699966430664,,150.2239990234375,36.16999816894531,,,81.21600341796875,100.25,261.3599853515625,202.3300018310547,12.580750465393066,330.20001220703125,133.50332641601562,312.1000061035156,3310.239990234375
2020-11-03,110.44000244140624,23.399999618530273,152.42050170898438,35.7400016784668,,2.8924999237060547,82.28299713134766,103.41000366210938,265.29998779296875,206.42999267578125,13.01949977874756,336.0299987792969,141.3000030517578,321.3500061035156,3369.159912109375
2020-11-04,114.9499969482422,23.100000381469727,162.05799865722656,34.970001220703125,,2.7274999618530273,87.2925033569336,100.25,287.3800048828125,216.38999938964844,13.794249534606934,343.5400085449219,140.32666015625,,3443.43994140625
2020-11-05,119.02999877929688,24.600000381469727,166.10000610351562,35.650001525878906,,2.862499952316284,88.125,104.3499984741211,294.67999267578125,223.2899932861328,14.15999984741211,350.239990234375,146.02999877929688,354.3999938964844,3510.449951171875
2020-11-06,118.69000244140624,24.899999618530273,165.56849670410156,34.029998779296875,,2.9649999141693115,87.98650360107422,102.95999908447266,293.4100036621094,223.72000122070312,14.562000274658203,350.1600036621094,143.31666564941406,347.4599914550781,3509.43994140625
2020-11-09,116.31999969482422,,157.18699645996094,,,2.872499942779541,88.07099914550781,,278.7699890136719,218.38999938964844,13.630749702453612,354.55999755859375,140.4199981689453,350.0,3550.5
2020-11-10,115.97000122070312,,151.75100708007812,,,2.7750000953674316,86.88600158691406,,272.42999267578125,211.0099945068359,12.770000457763672,354.0400085449219,136.7866668701172,353.69000244140625,3545.530029296875
2020-11-11,119.48999786376952,,156.8695068359375,40.189998626708984,,2.9375,87.36150360107422,114.77999877929688,276.4800109863281,216.5500030517578,13.41800022125244,356.6700134277344,139.0433349609375,351.70001220703125,3572.659912109375
2020-11-12,119.20999908447266,,155.51400756835938,40.22999954223633,,2.7825000286102295,87.14099884033203,113.37000274658205,275.0799865722656,215.44000244140625,13.45674991607666,353.2099914550781,137.25332641601562,354.4100036621094,3537.010009765625
2020-11-13,119.26000213623048,29.700000762939453,156.4405059814453,39.5,,2.752500057220459,88.61299896240234,114.08000183105467,276.95001220703125,216.5099945068359,13.29699993133545,358.1000061035156,136.1666717529297,355.6700134277344,3585.14990234375
2020-11-16,120.3000030517578,31.100000381469727,156.55299377441406,41.290000915527344,,,88.70149993896484,117.3000030517578,278.9599914550781,217.22999572753903,13.515250205993652,362.5700073242187,136.02999877929688,356.82000732421875,3626.909912109375
2020-11-17,119.38999938964844,29.799999237060547,156.7830047607422,43.369998931884766,,2.9075000286102295,88.08300018310547,116.11000061035156,275.0,214.4600067138672,13.422249794006348,360.6199951171875,147.20333862304688,352.1000061035156,3609.530029296875
2020-11-18,118.02999877929688,,155.2729949951172,42.63999938964844,,2.8924999237060547,87.03199768066406,115.25,271.9700012207031,211.0800018310547,13.428750038146973,356.2799987792969,,344.510009765625,3567.7900390625
2020-11-19,118.63999938964844,31.899999618530273,155.8509979248047,42.529998779296875,,3.115000009536743,87.92849731445312,115.55999755859376,272.94000244140625,212.4199981689453,13.440250396728516,357.7799987792969,166.42333984375,337.0,3581.8701171875
2020-11-20,117.33999633789062,33.5,154.97000122070312,43.279998779296875,,3.177500009536743,86.81900024414062,114.56999969482422,269.70001220703125,210.38999938964844,13.087750434875488,355.3299865722656,163.20333862304688,334.70001220703125,3557.5400390625
2020-11-23,113.8499984741211,,154.91949462890625,42.540000915527344,,,86.37799835205078,117.87000274658205,268.42999267578125,210.11000061035156,13.140000343322754,357.4599914550781,173.9499969482422,335.05999755859375,3577.590087890625
2020-11-24,115.16999816894533,,155.9029998779297,44.2599983215332,,3.4175000190734863,88.19499969482422,123.31999969482422,276.9200134277344,213.86000061035156,12.95775032043457,363.2200012207031,185.1266632080078,336.010009765625,3635.409912109375
2020-11-25,116.02999877929688,,159.2534942626953,44.540000915527344,,3.6875,88.20649719238281,122.02999877929688,275.5899963378906,213.8699951171875,13.234749794006348,362.6600036621094,191.3333282470703,333.19000244140625,3629.64990234375
2020-11-27,116.58999633789062,44.5,159.76699829101562,43.959999084472656,,,89.35099792480469,121.22000122070312,277.80999755859375,215.22999572753903,13.261249542236328,363.6700134277344,195.2533264160156,337.94000244140625,3638.35009765625
2020-11-30,119.0500030517578,42.70000076293945,158.40199279785156,44.68000030517578,,4.139999866485596,87.72000122070312,117.87999725341795,276.9700012207031,214.07000732421875,13.40149974822998,362.05999755859375,189.1999969482422,336.3399963378906,3621.6298828125
2020-12-01,122.72000122070312,41.5,161.00399780273438,45.619998931884766,,3.950000047683716,89.76799774169922,119.73999786376952,286.54998779296875,216.2100067138672,13.390000343322754,366.0199890136719,194.9199981689453,341.19000244140625,3662.449951171875
2020-12-02,123.08000183105467,43.20000076293945,160.17649841308594,46.599998474121094,,4.144999980926514,91.24849700927734,122.04000091552734,287.5199890136719,215.3699951171875,13.544500350952148,366.7900085449219,189.6066741943359,347.55999755859375,3669.010009765625
2020-12-03,122.94000244140624,,159.3365020751953,47.5,,4.03000020980835,91.09200286865234,121.23999786376952,281.8500061035156,214.2400054931641,13.395999908447266,366.69000244140625,197.7933349609375,348.67999267578125,3666.719970703125
2020-12-04,122.25,,158.12899780273438,47.380001068115234,,4.224999904632568,91.18800354003906,122.33999633789062,279.70001220703125,214.36000061035156,13.558250427246094,369.8500061035156,199.67999267578125,349.8900146484375,3699.1201171875
2020-12-07,123.75,35.599998474121094,157.89999389648438,46.83000183105469,,4.087500095367432,90.85150146484376,121.87999725341795,285.5799865722656,214.2899932861328,13.606749534606934,369.0899963378906,213.9199981689453,347.8599853515625,3691.9599609375
2020-12-08,124.37999725341795,,158.864501953125,46.869998931884766,,4.235000133514404,90.56649780273438,122.0,283.3999938964844,216.0099945068359,13.350000381469728,370.1700134277344,216.6266632080078,347.8599853515625,3702.25
2020-12-09,121.77999877929688,38.599998474121094,155.2100067138672,47.619998931884766,,,88.89299774169922,121.0500030517578,277.9200134277344,211.8000030517578,12.930749893188477,366.8500061035156,201.4933319091797,344.4100036621094,3672.820068359375
2020-12-10,123.23999786376952,40.900001525878906,155.07449340820312,47.40999984741211,,,88.38249969482422,120.2699966430664,277.1199951171875,210.52000427246097,12.972249984741213,366.7300109863281,209.02333068847656,339.6499938964844,3668.10009765625
2020-12-11,122.41000366210938,39.20000076293945,155.8209991455078,47.0,,3.327500104904175,88.73999786376953,119.55999755859376,273.54998779296875,213.2599945068359,13.013250350952148,366.2999877929687,203.3300018310547,337.07000732421875,3663.4599609375
2020-12-14,121.77999877929688,,157.84849548339844,47.0,,3.180000066757202,87.61299896240234,118.3000030517578,274.19000244140625,214.1999969482422,13.30875015258789,364.6600036621094,213.27667236328125,336.1300048828125,3647.489990234375
2020-12-15,127.87999725341795,,158.25599670410156,47.09000015258789,,3.4625000953674316,88.05400085449219,120.31999969482422,275.54998779296875,214.1300048828125,13.36050033569336,369.5899963378906,211.0833282470703,339.6700134277344,3694.6201171875
2020-12-16,127.80999755859376,,162.04800415039062,47.130001068115234,,3.4625000953674316,87.8594970703125,120.66999816894533,275.6700134277344,219.27999877929688,13.24250030517578,370.1700134277344,207.58999633789065,339.3399963378906,3701.169921875
2020-12-17,128.6999969482422,28.5,161.8040008544922,47.2599983215332,,3.7074999809265137,87.02549743652344,119.66999816894533,274.4800109863281,219.4199981689453,13.3412504196167,372.239990234375,218.63333129882812,341.6700134277344,3722.47998046875
2020-12-18,126.66000366210938,28.0,160.08250427246094,47.25,,3.9075000286102295,86.31099700927734,119.08000183105467,276.3999938964844,218.58999633789065,13.272000312805176,369.1799926757813,231.6666717529297,338.3800048828125,3709.409912109375
2020-12-21,128.22999572753906,26.799999237060547,160.3090057373047,46.400001525878906,,3.882499933242798,86.72799682617188,123.5500030517578,272.7900085449219,222.58999633789065,13.332249641418455,367.8599853515625,216.6199951171875,336.0799865722656,3694.919921875
2020-12-22,131.8800048828125,25.899999618530273,160.3260040283203,45.97999954223633,,,86.01100158691406,121.66999816894533,267.0899963378906,223.94000244140625,13.278249740600586,367.239990234375,213.44667053222656,335.010009765625,3687.260009765625
2020-12-23,130.9600067138672,25.600000381469727,159.2635040283203,47.09000015258789,,,86.4114990234375,125.06999969482422,268.1099853515625,221.02000427246097,13.009249687194824,367.5700073242187,215.32666015625,337.5899963378906,3690.010009765625
2020-12-24,131.97000122070312,25.100000381469727,158.63450622558594,47.7400016784668,,5.037499904632568,86.70800018310547,124.5199966430664,267.3999938964844,222.75,12.993749618530272,369.0,220.58999633789065,340.7900085449219,3703.06005859375
2020-12-28,136.69000244140625,23.899999618530273,164.197998046875,48.31999969482422,,5.247499942779541,88.697998046875,125.33999633789062,277.0,224.9600067138672,12.899999618530272,372.1700134277344,221.22999572753903,345.95001220703125,3735.360107421875
2020-12-29,134.8699951171875,22.899999618530273,166.10000610351562,48.63999938964844,,4.84499979019165,87.88800048828125,125.01000213623048,276.7799987792969,224.1499938964844,12.943249702453612,371.4599914550781,221.9966735839844,347.3500061035156,3727.0400390625
2020-12-30,133.72000122070312,21.600000381469727,164.29249572753906,49.06999969482422,,4.815000057220459,86.8125,125.36000061035156,271.8699951171875,221.67999267578125,13.145750045776367,371.989990234375,231.5933380126953,344.989990234375,3732.0400390625
2020-12-31,132.69000244140625,21.200000762939453,162.84649658203125,49.83000183105469,,4.710000038146973,87.63200378417969,127.06999969482422,273.1600036621094,222.4199981689453,13.05500030517578,373.8800048828125,235.22332763671875,350.67999267578125,3756.070068359375
2021-01-04,129.41000366210938,20.100000381469727,159.3314971923828,48.400001525878906,,,86.30650329589844,125.87000274658205,268.94000244140625,217.69000244140625,13.113499641418455,368.7900085449219,243.2566680908203,349.5,3700.64990234375
2021-01-05,131.00999450683594,19.799999237060547,160.92550659179688,48.220001220703125,,4.34250020980835,87.00250244140625,125.6500015258789,270.9700012207031,217.8999938964844,13.404749870300291,371.3299865722656,245.0366668701172,344.79998779296875,3726.860107421875
2021-01-06,126.5999984741211,20.100000381469727,156.91900634765625,49.040000915527344,,4.590000152587891,86.14399719238281,131.5500030517578,263.30999755859375,212.25,12.614500045776367,373.5499877929687,251.9933319091797,359.2699890136719,3748.139892578125
2021-01-07,130.9199981689453,20.5,158.10800170898438,50.45000076293945,,4.519999980926514,88.71700286865234,135.8699951171875,268.739990234375,218.2899932861328,13.343999862670898,379.1000061035156,272.0133361816406,365.0299987792969,3803.7900390625
2021-01-08,132.0500030517578,21.399999618530273,159.13499450683594,51.36000061035156,,4.422500133514404,89.8915023803711,136.02000427246094,267.57000732421875,219.6199951171875,13.27674961090088,381.260009765625,293.3399963378906,363.3900146484375,3824.679931640625
2021-01-11,128.97999572753906,22.0,155.7104949951172,50.13999938964844,,,87.81449890136719,138.0500030517578,256.8399963378906,217.4900054931641,13.621500015258787,378.69000244140625,270.39666748046875,360.75,3799.610107421875
2021-01-12,128.8000030517578,22.899999618530273,156.04150390625,49.209999084472656,,,86.87149810791016,140.22000122070312,251.08999633789065,214.92999267578125,13.484749794006348,378.7699890136719,283.14666748046875,357.3699951171875,3801.18994140625
2021-01-13,130.88999938964844,21.799999237060547,158.29449462890625,49.2599983215332,,,87.36250305175781,140.35000610351562,251.63999938964844,216.33999633789065,13.531749725341797,379.7900085449219,284.8033447265625,355.0400085449219,3809.840087890625
2021-01-14,128.91000366210938,21.799999237060547,156.37350463867188,48.720001220703125,,,86.5459976196289,141.1699981689453,245.63999938964844,213.02000427246097,13.200249671936035,378.4599914550781,281.6666564941406,350.5299987792969,3795.5400390625
2021-01-15,127.13999938964844,23.299999237060547,155.21249389648438,48.59000015258789,,,86.38099670410156,138.63999938964844,251.36000061035156,212.6499938964844,12.85949993133545,375.7000122070313,275.38665771484375,351.29998779296875,3768.25
2021-01-19,127.83000183105467,,156.03799438476562,48.060001373291016,,,89.22350311279297,138.0399932861328,261.1000061035156,216.44000244140625,13.025250434875488,378.6499938964844,281.51666259765625,352.19000244140625,3798.909912109375
2021-01-20,132.02999877929688,,163.16900634765625,48.119998931884766,,9.779999732971191,94.00350189208984,135.97000122070312,267.4800109863281,224.33999633789065,13.365750312805176,383.8900146484375,283.48333740234375,350.8399963378906,3851.85009765625
2021-01-21,136.8699951171875,29.799999237060547,165.34950256347656,48.68000030517578,,,94.2074966430664,134.8300018310547,272.8699951171875,224.97000122070312,13.86750030517578,384.239990234375,281.663330078125,355.0,3853.070068359375
2021-01-22,139.07000732421875,,164.6114959716797,47.849998474121094,,,94.62799835205078,133.7899932861328,274.5,225.9499969482422,13.712499618530272,382.8800048828125,282.21331787109375,347.54998779296875,3841.469970703125
2021-01-25,142.9199981689453,,164.6999969482422,47.5,,,94.71399688720705,132.1199951171875,278.010009765625,229.52999877929688,13.653249740600586,384.3900146484375,293.6000061035156,347.80999755859375,3855.360107421875
2021-01-26,143.16000366210938,,166.30650329589844,47.70000076293945,,,95.39749908447266,131.5800018310547,282.04998779296875,232.3300018310547,13.435250282287598,383.7900085449219,294.36334228515625,343.1099853515625,3849.6201171875
2021-01-27,142.05999755859375,,161.62899780273438,45.0099983215332,,,90.9469985961914,127.86000061035156,272.1400146484375,232.8999938964844,12.917750358581545,374.4100036621094,288.0533447265625,332.989990234375,3750.77001953125
2021-01-28,137.08999633789062,,161.88099670410156,47.540000915527344,,,92.66000366210938,130.11000061035156,265.0,238.92999267578125,13.050999641418455,377.6300048828125,278.4766540527344,338.1499938964844,3787.3798828125
2021-01-29,131.9600067138672,,160.30999755859375,46.470001220703125,,,91.36799621582033,128.6699981689453,258.3299865722656,231.9600067138672,12.989749908447266,370.0700073242187,264.510009765625,333.5799865722656,3714.239990234375
2021-02-01,134.13999938964844,,167.1439971923828,48.040000915527344,,,94.65350341796876,129.6199951171875,262.010009765625,239.6499938964844,13.237000465393066,376.2300109863281,279.9366760253906,334.0,3773.860107421875
2021-02-02,134.99000549316406,,169.0,49.52000045776367,,,95.95600128173828,133.61000061035156,267.0799865722656,239.5099945068359,13.556750297546388,381.5499877929687,290.92999267578125,338.7200012207031,3826.31005859375
2021-02-03,133.94000244140625,,165.62649536132812,49.599998474121094,,,102.94400024414062,135.13999938964844,266.6499938964844,243.0,13.530500411987305,381.8500061035156,284.89666748046875,337.8900146484375,3830.169921875
2021-02-04,137.38999938964844,,166.5500030517578,49.29999923706055,,,102.68150329589844,138.25,266.489990234375,242.0099945068359,13.664250373840332,386.19000244140625,283.3299865722656,329.32000732421875,3871.739990234375
2021-02-05,136.75999450683594,,167.6074981689453,50.66999816894531,,,104.44149780273438,137.97999572753906,268.1000061035156,242.1999969482422,13.590999603271484,387.7099914550781,284.07666015625,324.510009765625,3886.830078125
2021-02-08,136.91000366210938,,166.14700317382812,50.810001373291016,,,104.22599792480467,140.13999938964844,266.5799865722656,242.47000122070312,14.438750267028809,390.510009765625,287.8066711425781,324.3399963378906,3915.590087890625
2021-02-09,136.00999450683594,,165.25,51.130001068115234,,,103.76950073242188,139.5800018310547,269.45001220703125,243.77000427246097,14.263250350952148,390.25,283.1533203125,329.6300048828125,3911.22998046875
2021-02-10,135.38999938964844,,164.32899475097656,51.400001525878906,,,104.3239974975586,139.66000366210938,271.8699951171875,242.82000732421875,14.764249801635742,390.0799865722656,268.2733459472656,333.3999938964844,3909.8798828125
2021-02-11,135.1300048828125,56.099998474121094,163.10650634765625,51.36000061035156,,12.774999618530272,104.4375,139.27000427246094,270.3900146484375,244.4900054931641,15.250749588012695,390.7099914550781,270.5533447265625,333.07000732421875,3916.3798828125
2021-02-12,135.3699951171875,55.900001525878906,163.885498046875,51.41999816894531,,13.100000381469728,104.75150299072266,141.25,270.5,244.9900054931641,14.96125030517578,392.6400146484375,272.0400085449219,328.239990234375,3934.830078125
2021-02-16,133.19000244140625,56.5,163.44749450683594,52.279998779296875,,12.3774995803833,105.53500366210938,144.64999389648438,273.9700012207031,243.6999969482422,15.330249786376951,392.2999877929687,265.40667724609375,324.6199951171875,3932.590087890625
2021-02-17,130.83999633789062,55.5,165.4320068359375,53.43000030517578,,11.484999656677246,105.93099975585938,145.10000610351562,273.57000732421875,244.1999969482422,14.906000137329102,392.3900146484375,266.04998779296875,326.8599853515625,3931.330078125
2021-02-18,129.7100067138672,55.099998474121094,166.4114990234375,52.810001373291016,,,105.29049682617188,145.58999633789062,269.3900146484375,243.7899932861328,14.82900047302246,390.7200012207031,262.4599914550781,328.4100036621094,3913.969970703125
2021-02-19,129.8699951171875,57.0,162.4949951171875,52.29999923706055,,,104.44049835205078,148.02000427246094,261.55999755859375,240.97000122070312,14.92650032043457,390.0299987792969,260.4333190917969,324.5799865722656,3906.7099609375
2021-02-22,126.0,,159.03700256347656,52.810001373291016,,,102.71299743652344,149.41000366210938,260.3299865722656,234.5099945068359,14.35575008392334,387.0299987792969,,327.6400146484375,3876.5
2021-02-23,125.86000061035156,,159.72500610351562,52.43000030517578,,,103.00599670410156,150.61000061035156,265.8599853515625,233.27000427246097,14.142000198364258,387.5,232.94667053222656,329.510009765625,3881.3701171875
2021-02-24,125.3499984741211,,157.97650146484375,53.709999084472656,,,104.19049835205078,153.25999450683594,264.30999755859375,234.5500030517578,14.49899959564209,391.7699890136719,247.33999633789065,332.2099914550781,3925.429931640625
2021-02-25,120.98999786376952,,152.85800170898438,51.65999984741211,,,100.79750061035156,151.17999267578125,254.69000244140625,228.9900054931641,,382.3299865722656,227.4066619873047,328.8699951171875,3829.340087890625
2021-02-26,121.26000213623048,80.0999984741211,154.64649963378906,50.95000076293945,,,101.09549713134766,147.1699981689453,257.6199951171875,232.3800048828125,13.714500427246094,380.3599853515625,225.1666717529297,332.2200012207031,3811.14990234375
2021-03-01,127.79000091552734,,157.3070068359375,52.54999923706055,,,103.48300170898438,150.5,264.9100036621094,236.94000244140625,13.841750144958496,389.5799865722656,239.47666931152344,334.6499938964844,3901.820068359375
