date,ticker,open,high,low,close,volume,returns
2023-06-08,AAPL,177.89999389648438,180.83999633789062,177.4600067138672,180.57000732421875,50214900,0.01546507640721173
2023-06-09,AAPL,181.5,182.22999572753906,180.6300048828125,180.9600067138672,48870700,0.002159823746078704
2023-06-12,AAPL,181.27000427246094,183.88999938964844,180.97000122070312,183.7899932861328,54274900,0.015638740424785524
2023-06-13,AAPL,182.8000030517578,184.14999389648438,182.44000244140625,183.30999755859375,54929100,-0.002611653218746124
2023-06-14,AAPL,183.3699951171875,184.38999938964844,182.02000427246094,183.9499969482422,57462900,0.003491350161869189
2023-06-15,AAPL,183.9600067138672,186.52000427246094,183.77999877929688,186.00999450683594,65433200,0.011198682211304156
2023-06-16,AAPL,186.72999572753906,186.99000549316406,184.27000427246094,184.9199981689453,101235600,-0.005859880490725833
2023-06-20,AAPL,184.41000366210938,186.10000610351562,184.41000366210938,185.00999450683594,49799100,0.0004866771511018442
2023-06-21,AAPL,184.89999389648438,185.41000366210938,182.58999633789062,183.9600067138672,49515700,-0.0056753030870986265
2023-06-22,AAPL,183.74000549316406,187.0500030517578,183.6699981689453,187.0,51245300,0.016525294494369236
2023-06-23,AAPL,185.5500030517578,187.55999755859375,185.00999450683594,186.67999267578125,53079300,-0.0017112691134693048
2023-06-26,AAPL,186.8300018310547,188.0500030517578,185.22999572753906,185.27000427246094,48088700,-0.007552970101992296
2023-06-27,AAPL,185.88999938964844,188.38999938964844,185.6699981689453,188.05999755859375,50730800,0.015059066345298966
2023-06-28,AAPL,187.92999267578125,189.89999389648438,187.60000610351562,189.25,51216800,0.006327780797909854
2023-06-29,AAPL,189.0800018310547,190.07000732421875,188.94000244140625,189.58999633789062,46347300,0.0017965460390521049
2023-06-30,AAPL,191.6300048828125,194.47999572753906,191.25999450683594,193.97000122070312,85069600,0.023102510509079632
2023-07-03,AAPL,193.77999877929688,193.8800048828125,191.75999450683594,192.4600067138672,31458200,-0.007784680606965799
2023-07-05,AAPL,191.57000732421875,192.97999572753906,190.6199951171875,191.3300018310547,46920300,-0.005871375056598072
2023-07-06,AAPL,189.83999633789062,192.02000427246094,189.1999969482422,191.80999755859375,45094300,0.002508732153585047
2023-07-07,AAPL,191.41000366210938,192.6699981689453,190.24000549316406,190.67999267578125,46778000,-0.0058912720775532446
2023-07-10,AAPL,189.25999450683594,189.99000549316406,187.0399932861328,188.61000061035156,59922200,-0.010855843008916843
2023-07-11,AAPL,189.16000366210938,189.3000030517578,186.60000610351562,188.0800018310547,46638100,-0.002810024800285138
2023-07-12,AAPL,189.67999267578125,191.6999969482422,188.47000122070312,189.77000427246094,60750200,0.008985550962107736
2023-07-13,AAPL,190.5,191.19000244140625,189.77999877929688,190.5399932861328,41342300,0.004057485357729984
2023-07-14,AAPL,190.22999572753906,191.17999267578125,189.6300048828125,190.69000244140625,41573900,0.0007872843526774975
2023-07-17,AAPL,191.89999389648438,194.32000732421875,191.80999755859375,193.99000549316406,50520200,0.017305590274832694
2023-07-18,AAPL,193.35000610351562,194.3300018310547,192.4199981689453,193.72999572753906,48353800,-0.0013403255748356546
2023-07-19,AAPL,193.10000610351562,198.22999572753906,192.64999389648438,195.10000610351562,80507300,0.007071751438550322
2023-07-20,AAPL,195.08999633789062,196.47000122070312,192.5,193.1300048828125,59581200,-0.010097391896840224
