Date,Close,High,Low,Open,Volume,Ticker,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume
,AAPL,AAPL,AAPL,AAPL,AAPL,,TSLA,TSLA,TSLA,TSLA,TSLA,AMZN,AMZN,AMZN,AMZN,AMZN,MSFT,MSFT,MSFT,MSFT,MSFT,NVDA,NVDA,NVDA,NVDA,NVDA,GME,GME,GME,GME,GME,AMC,AMC,AMC,AMC,AMC,META,META,META,META,META,XOM,XOM,XOM,XOM,XOM,JPM,JPM,JPM,JPM,JPM,SPY,SPY,SPY,SPY,SPY,GLD,GLD,GLD,GLD,GLD
2018-01-02,40.42681884765625,40.43620824884917,39.722764160494656,39.933982715247524,102223600.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-03,40.4197883605957,40.96425916920155,40.356426001755686,40.49019456253724,118071600.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-04,40.6075325012207,40.71079444172855,40.3845825374921,40.49253559819918,89738400.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-05,41.06986999511719,41.15670228861273,40.61223501708758,40.7037620126935,94640000.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-08,40.917320251464844,41.213021983305815,40.8187494265099,40.917320251464844,82271200.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-09,40.912620544433594,41.083939525023105,40.69671085825055,40.964251510804274,86336000.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-10,40.90323257446289,40.90558171547584,40.6004906074266,40.63804105355738,95839600.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-11,41.13557052612305,41.18485593261213,40.95017102382274,40.97363736609717,74670800.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-12,41.56035614013672,41.62372207810548,41.22240924564743,41.34679198028473,101672400.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-16,41.34914016723633,42.10013125931942,41.33740520403028,41.750449409423986,118263600.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-17,42.032066345214844,42.067267647244755,41.08628649993311,41.339743036563114,137547200.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-18,42.06962203979492,42.266760115574634,41.83259153401056,42.0954375270394,124773600.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-19,41.881858825683594,42.14470470497749,41.63543902334229,41.91706011987241,129700400.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-22,41.53923034667969,41.72228429562512,41.44535781219759,41.60963653804508,108434400.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-23,41.548614501953125,42.11186042928691,41.49698711676318,41.609634869826934,130756400.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-24,40.88682174682617,41.609651989989246,40.647442039692095,41.59791702356924,204420400.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-25,40.15694046020508,41.05812977560475,40.020822764492415,40.954867828442865,166116000.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-26,40.25081253051758,40.36580943959557,39.91052008574584,40.36580943959557,156572000.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-29,39.41769027709961,39.93399650983338,39.20882079099787,39.93399650983338,202561600.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-30,39.18534851074219,39.279221063424224,38.65261264270036,38.84740159147351,184192800.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-31,39.293296813964844,39.53033088935035,39.07504154404407,39.16187382377497,129915600.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-01,39.375431060791016,39.57256551146793,39.13605146725061,39.2322731328217,188923200.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-02,37.66693115234375,39.145446923123295,37.57305861302765,38.95769826348325,346375200.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-05,36.725852966308594,38.4601747854563,36.61085603958529,37.338380893288154,290954000.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-06,38.26068878173828,38.422621977266445,36.141483877235586,36.336272823957266,272975200.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-07,37.441627502441406,38.347511362877434,37.3313288935791,38.27475961658197,206434400.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-08,36.4113655090332,37.784273783894626,36.38320446331554,37.617645907713495,217562000.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-09,36.856727600097656,37.20547638919081,35.40281840962682,37.012252020658266,282690400.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
