date,ticker,open,high,low,close,volume,returns
2025-05-23,AMC,3.140000104904175,3.3399999141693115,3.130000114440918,3.240000009536743,14773100.0,0.0
2025-05-29,AMC,3.5399999618530273,3.619999885559082,3.3299999237060547,3.4200000762939453,13749000.0,-0.011560682489023755
2025-05-30,AMC,3.369999885559082,3.5999999046325684,3.319999933242798,3.559999942779541,15905900.0,0.040935632562121294
2025-06-02,AMC,3.5,3.559999942779541,3.4000000953674316,3.440000057220459,9924200.0,-0.03370783356400553
2025-06-03,AMC,3.440000057220459,3.4600000381469727,3.319999933242798,3.3299999237060547,9144900.0,-0.03197678246647617
2025-06-04,AMC,3.309999942779541,3.440000057220459,3.2300000190734863,3.4000000953674316,10230300.0,0.021021073052599926
2025-06-05,AMC,3.4000000953674316,3.490000009536743,3.3499999046325684,3.4000000953674316,7273400.0,0.0
2025-06-06,AMC,3.430000066757202,3.5399999618530273,3.390000104904175,3.4000000953674316,8062000.0,0.0
2025-06-09,AMC,3.430000066757202,3.440000057220459,3.319999933242798,3.3499999046325684,7675800.0,-0.014705938038939936
2025-06-10,AMC,3.359999895095825,3.380000114440918,3.2899999618530273,3.3399999141693115,7738900.0,-0.0029850718650553665
2025-06-11,AMC,3.319999933242798,3.380000114440918,3.2799999713897705,3.2899999618530273,7354300.0,-0.014970045988375258
2025-05-23,AMZN,198.89999389648438,202.3699951171875,197.85000610351562,200.99000549316406,33393500.0,-0.010388973643241206
2025-05-27,AMZN,203.08999633789062,206.69000244140625,202.19000244140625,206.02000427246094,34892000.0,0.025026113945093353
2025-05-28,AMZN,205.9199981689453,207.66000366210938,204.41000366210938,204.72000122070312,28549800.0,-0.006310081665849121
2025-05-29,AMZN,208.02999877929688,208.80999755859375,204.22999572753906,205.6999969482422,34650000.0,0.004787005283780621
2025-05-30,AMZN,204.83999633789062,205.99000549316406,201.6999969482422,205.00999450683594,51679400.0,-0.0033544115296213484
2025-06-02,AMZN,204.97999572753906,207.0,202.67999267578125,206.64999389648438,29113300.0,0.007999607012299847
2025-06-03,AMZN,207.11000061035156,208.9499969482422,205.02999877929688,205.7100067138672,33139100.0,-0.004548692041520419
2025-06-04,AMZN,206.5500030517578,208.17999267578125,205.17999267578125,207.22999572753906,29915600.0,0.007388989179248462
2025-06-05,AMZN,209.5500030517578,212.80999755859375,207.55999755859375,207.91000366210938,51864200.0,0.0032814165352026414
2025-06-06,AMZN,212.39999389648438,213.8699951171875,210.5,213.57000732421875,39832500.0,0.027223334916139486
2025-06-09,AMZN,214.75,217.85000610351562,212.8800048828125,216.97999572753906,38102500.0,0.015966607137600786
2025-06-10,AMZN,216.77999877929688,217.69000244140625,214.14999389648438,217.61000061035156,31303300.0,0.0029035159702168745
2025-06-11,AMZN,217.41000366210938,218.39999389648438,212.88999938964844,213.1999969482422,39218800.0,-0.020265629565462184
2025-05-23,C,71.6500015258789,73.4000015258789,71.6500015258789,73.08999633789062,9851900.0,-0.004494713147435991
2025-05-27,C,74.16000366210938,75.55000305175781,73.48999786376953,75.47000122070312,12148500.0,0.03256266249911799
2025-05-28,C,75.56999969482422,75.75,74.79000091552734,75.02999877929688,9993200.0,-0.005830163433011126
2025-05-29,C,75.5999984741211,75.72000122070312,74.68000030517578,75.52999877929688,11879200.0,0.006664001174660372
2025-05-30,C,75.30999755859375,75.5199966430664,74.4800033569336,75.31999969482422,12512200.0,-0.0027803401015044082
2025-06-02,C,75.16000366210938,75.9000015258789,74.30000305175781,75.80000305175781,9073400.0,0.006372853941561729
2025-06-03,C,75.62999725341797,76.73999786376953,75.44000244140625,76.52999877929688,9802600.0,0.00963055010750602
2025-06-04,C,76.5,77.58000183105469,76.3499984741211,76.4000015258789,10119600.0,-0.0016986443942441642
2025-06-05,C,76.61000061035156,77.2699966430664,75.66000366210938,76.66999816894531,14760500.0,0.0035339874041095953
2025-06-06,C,77.70999908447266,78.41000366210938,77.4800033569336,78.26000213623047,11515200.0,0.02073828101288755
2025-06-09,C,78.5999984741211,78.91000366210938,78.11000061035156,78.16999816894531,9288000.0,-0.0011500634401783172
2025-06-10,C,77.83000183105469,78.31999969482422,77.5199966430664,78.02999877929688,10942400.0,-0.0017909606361492525
2025-06-11,C,78.19999694824219,78.91999816894531,77.86000061035156,78.37999725341797,9029100.0,0.004485434827585344
2025-05-27,GME,33.970001220703125,35.7400016784668,33.630001068115234,35.0099983215332,33217800.0,0.05994549244359604
2025-05-28,GME,35.779998779296875,35.810001373291016,30.729999542236328,31.209999084472656,45300400.0,-0.1085404004353615
2025-05-29,GME,31.170000076293945,31.350000381469727,29.31999969482422,29.56999969482422,15819000.0,-0.05254724247859255
2025-05-30,GME,29.200000762939453,30.489999771118164,29.190000534057617,29.799999237060547,10227800.0,0.007778138133582191
2025-06-02,GME,29.8700008392334,30.8799991607666,29.729999542236328,30.639999389648438,7430700.0,0.02818792530515335
2025-06-03,GME,30.809999465942383,31.049999237060547,30.020000457763672,30.100000381469727,6086500.0,-0.01762398886865335
2025-06-04,GME,29.899999618530273,30.969999313354492,29.34000015258789,29.950000762939453,7314000.0,-0.00498337596774967
2025-06-05,GME,29.809999465942383,30.610000610351562,29.229999542236328,29.450000762939453,6322800.0,-0.016694490392758388
2025-06-06,GME,29.68000030517578,30.0,29.520000457763672,29.579999923706055,4379300.0,0.004414232848855892
2025-06-09,GME,29.920000076293945,30.489999771118164,29.450000762939453,30.34000015258789,5836200.0,0.025693043639014812
2025-06-10,GME,30.540000915527344,30.600000381469727,29.65999984741211,30.149999618530273,11974400.0,-0.006262377491827786
2025-06-11,GME,29.020000457763672,29.40999984741211,28.420000076293945,28.549999237060547,17019900.0,-0.05306800669033385
2025-05-23,JPM,256.80999755859375,261.989990234375,256.0,260.7099914550781,6671800.0,0.00015336642223640062
2025-05-27,JPM,262.0400085449219,265.29998779296875,261.989990234375,265.2900085449219,7506600.0,0.01756747819399518
2025-05-28,JPM,266.239990234375,266.7200012207031,262.8999938964844,263.489990234375,5535400.0,-0.006785096507854638
2025-05-29,JPM,264.79998779296875,265.4100036621094,262.5299987792969,264.3699951171875,5081200.0,0.0033398038461716073
2025-05-30,JPM,263.45001220703125,265.3299865722656,262.7300109863281,264.0,10977700.0,-0.0013995352120935722
2025-06-02,JPM,263.0199890136719,265.0299987792969,261.8999938964844,264.6600036621094,6011200.0,0.002500013871626461
2025-06-03,JPM,263.7300109863281,266.5799865722656,262.8800048828125,266.2699890136719,6998400.0,0.0060832212245336414
2025-06-04,JPM,265.9200134277344,267.1199951171875,264.17999267578125,264.2200012207031,5915700.0,-0.007698906664481364
2025-06-05,JPM,264.739990234375,264.739990234375,260.30999755859375,261.95001220703125,8173800.0,-0.008591283790721604
2025-06-06,JPM,264.3299865722656,266.6499938964844,264.260009765625,265.7300109863281,7738100.0,0.014430229445110188
2025-06-09,JPM,266.0,267.8999938964844,263.3500061035156,266.739990234375,8285000.0,0.0038007722360680063
2025-06-10,JPM,265.8800048828125,268.8999938964844,265.8500061035156,268.6000061035156,7538100.0,0.006973142150550116
2025-06-11,JPM,268.67999267578125,269.6199951171875,265.7900085449219,268.1499938964844,7429800.0,-0.0016753990945845842
2025-05-23,META,624.0,632.4500122070312,622.6500244140625,627.0599975585938,8454100.0,-0.014939456236085835
2025-05-27,META,635.4099731445312,643.0800170898438,632.75,642.3200073242188,9508400.0,0.024335804907087866
2025-05-28,META,642.5999755859375,650.8800048828125,642.5499877929688,643.5800170898438,9042900.0,0.0019616542397207226
2025-05-29,META,651.6500244140625,653.3200073242188,639.5,645.0499877929688,8883400.0,0.0022840527426131185
2025-05-30,META,642.5,649.4099731445312,632.780029296875,647.489990234375,16241000.0,0.003782656363973791
2025-06-02,META,644.3900146484375,673.260009765625,644.260009765625,670.9000244140625,15766300.0,0.03615505186607382
2025-06-03,META,671.4500122070312,675.5800170898438,665.030029296875,666.8499755859375,11585000.0,-0.006036739723868867
2025-06-04,META,669.3200073242188,689.0,668.5700073242188,687.9500122070312,14031900.0,0.03164135471783425
2025-06-05,META,691.6599731445312,694.3800048828125,682.25,684.6199951171875,13083100.0,-0.0048404928130760805
2025-06-06,META,696.1699829101562,702.8099975585938,691.8699951171875,697.7100219726562,11728000.0,0.019120135182771225
2025-06-09,META,698.4600219726562,705.1900024414062,693.9400024414062,694.0599975585938,12773200.0,-0.005231434692227421
2025-06-10,META,701.3499755859375,703.22998046875,691.5599975585938,702.4000244140625,10850100.0,0.012016290932780116
2025-06-11,META,703.7100219726562,708.8699951171875,691.989990234375,694.1400146484375,9541000.0,-0.011759694587874514
2025-05-23,MSFT,449.9800109863281,453.69000244140625,448.9100036621094,450.17999267578125,16883500.0,-0.01028886432418119
2025-05-27,MSFT,456.4800109863281,460.95001220703125,456.1199951171875,460.69000244140625,20974300.0,0.023346239141272207
2025-05-28,MSFT,461.2200012207031,462.5199890136719,456.92999267578125,457.3599853515625,17086300.0,-0.007228325060662177
2025-05-29,MSFT,461.54998779296875,461.7200012207031,455.30999755859375,458.67999267578125,13974800.0,0.002886145195242884
2025-05-30,MSFT,459.7200012207031,461.67999267578125,455.5400085449219,460.3599853515625,34770500.0,0.0036626683147453765
2025-06-02,MSFT,457.1400146484375,462.1099853515625,456.8900146484375,461.9700012207031,16626500.0,0.003497297593992865
2025-06-03,MSFT,461.4700012207031,464.1400146484375,460.8599853515625,462.9700012207031,15743800.0,0.0021646427199983886
2025-06-04,MSFT,464.0,465.69000244140625,463.0199890136719,463.8699951171875,14162700.0,0.001943957263130125
2025-06-05,MSFT,464.9599914550781,469.6499938964844,464.0299987792969,467.67999267578125,20131700.0,0.00821350291827172
2025-06-06,MSFT,470.0899963378906,473.3399963378906,468.7799987792969,470.3800048828125,15285600.0,0.005773204433192403
2025-06-09,MSFT,469.70001220703125,473.42999267578125,468.6199951171875,472.75,16469900.0,0.005038469094318598
2025-06-10,MSFT,471.19000244140625,472.79998779296875,466.9599914550781,470.9200134277344,15375900.0,-0.003870939338478263
2025-06-11,MSFT,470.0199890136719,475.4700012207031,469.6600036621094,472.6199951171875,16376800.0,0.003609915996305446
2025-05-23,NVDA,130.0,132.67999267578125,129.16000366210938,131.2899932861328,198821300.0,-0.011593830638356839
2025-05-27,NVDA,134.14999389648438,135.66000366210938,133.30999755859375,135.5,192953600.0,0.032066470631100685
2025-05-28,NVDA,136.02999877929688,137.25,134.7899932861328,134.80999755859375,304021100.0,-0.005092268940267486
2025-05-29,NVDA,142.25,143.49000549316406,137.91000366210938,139.19000244140625,369241900.0,0.0324902081606282
2025-05-30,NVDA,138.72000122070312,139.6199951171875,132.9199981689453,135.1300048828125,333170900.0,-0.0291687440719951
2025-06-02,NVDA,135.49000549316406,138.1199951171875,135.39999389648438,137.3800048828125,197663100.0,0.01665063212238649
2025-06-03,NVDA,138.77999877929688,142.0,137.9499969482422,141.22000122070312,225578800.0,0.027951639259047978
2025-06-04,NVDA,142.19000244140625,142.38999938964844,139.5399932861328,141.9199981689453,167120800.0,0.004956783332328518
2025-06-05,NVDA,142.1699981689453,144.0,138.8300018310547,139.99000549316406,231397900.0,-0.01359915939037526
2025-06-06,NVDA,142.50999450683594,143.27000427246094,141.50999450683594,141.72000122070312,153986200.0,0.012357994568573227
2025-06-09,NVDA,143.19000244140625,145.0,141.94000244140625,142.6300048828125,185114500.0,0.006421137837080648
2025-06-10,NVDA,142.69000244140625,144.2899932861328,141.52999877929688,143.9600067138672,155881900.0,0.009324838992661011
2025-06-11,NVDA,144.61000061035156,144.99000549316406,141.8699951171875,142.8300018310547,167009400.0,-0.007849436163604007
2025-05-23,SPY,575.97998046875,581.8099975585938,575.5999755859375,579.1099853515625,76029000.0,-0.006825775301577575
2025-05-27,SPY,586.0700073242188,591.3099975585938,578.4299926757812,591.1500244140625,72588500.0,0.02079059136787431
2025-05-28,SPY,591.5599975585938,592.77001953125,586.989990234375,587.72998046875,68445500.0,-0.005785407771406903
2025-05-29,SPY,593.0599975585938,593.2000122070312,586.0700073242188,590.0499877929688,69973300.0,0.003947403401760141
2025-05-30,SPY,588.9299926757812,591.1300048828125,583.239990234375,589.3900146484375,90601200.0,-0.0011185037847383228
2025-06-02,SPY,587.760009765625,592.7899780273438,585.0599975585938,592.7100219726562,61630500.0,0.005632954820585345
2025-06-03,SPY,592.3400268554688,597.0800170898438,591.8499755859375,596.0900268554688,63606200.0,0.005702628195088044
2025-06-04,SPY,596.9600219726562,597.9500122070312,595.489990234375,595.9299926757812,57314200.0,-0.0002684731709600152
2025-06-05,SPY,597.6300048828125,599.0,591.0499877929688,593.0499877929688,92278700.0,-0.004832790626766448
2025-06-06,SPY,598.6599731445312,600.8300170898438,596.8599853515625,599.1400146484375,66588700.0,0.010268994150278488
2025-06-09,SPY,599.719970703125,601.25,598.489990234375,599.6799926757812,53016400.0,0.0009012551559597348
2025-06-10,SPY,600.219970703125,603.469970703125,599.0900268554688,603.0800170898438,66247000.0,0.005669731282665458
2025-06-11,SPY,604.1900024414062,605.0599975585938,599.27001953125,601.3599853515625,73445700.0,-0.0028520788113346462
2025-05-23,TSLA,337.9200134277344,343.17999267578125,333.2099914550781,339.3399963378906,84654800.0,-0.004984788190348977
2025-05-27,TSLA,347.3500061035156,363.7900085449219,347.32000732421875,362.8900146484375,120146400.0,0.06939947711644767
2025-05-28,TSLA,364.8399963378906,365.0,355.9100036621094,356.8999938964844,91404300.0,-0.016506435862546853
2025-05-29,TSLA,365.2900085449219,367.7099914550781,356.0,358.42999267578125,88545700.0,0.004286911755287504
2025-05-30,TSLA,355.5199890136719,363.67999267578125,345.2900085449219,346.4599914550781,123474900.0,-0.03339564619395741
2025-06-02,TSLA,343.5,348.0199890136719,333.3299865722656,342.69000244140625,81873800.0,-0.01088145559849063
2025-06-03,TSLA,346.6000061035156,355.3999938964844,343.0400085449219,344.2699890136719,99324500.0,0.004610541775392996
2025-06-04,TSLA,345.1000061035156,345.6000061035156,327.3299865722656,332.04998779296875,98912100.0,-0.03549540073392177
2025-06-06,TSLA,298.8299865722656,305.5,291.1400146484375,295.1400146484375,164747700.0,0.036670186138995975
2025-06-09,TSLA,285.9599914550781,309.8299865722656,281.8500061035156,308.5799865722656,140908900.0,0.04553761352840424
2025-06-10,TSLA,314.94000244140625,327.8299865722656,310.6700134277344,326.0899963378906,151256500.0,0.05674382827003055
2025-06-11,TSLA,334.3999938964844,335.5,322.5,326.42999267578125,121851400.0,0.0010426457165473302
2025-05-23,UNH,296.1000061035156,299.70001220703125,291.6400146484375,295.57000732421875,16873600.0,-0.003707843913195452
2025-05-27,UNH,299.5,299.95001220703125,289.1300048828125,295.0,20144600.0,-0.001928501911878655
2025-05-28,UNH,294.0,303.7799987792969,293.2799987792969,298.1099853515625,16114200.0,0.010542323225635641
2025-05-29,UNH,296.79998779296875,303.3800048828125,295.0,298.1700134277344,16221100.0,0.0002013621787981812
2025-05-30,UNH,297.9700012207031,305.6400146484375,295.8399963378906,301.9100036621094,16309300.0,0.012543146748327905
2025-06-02,UNH,303.1199951171875,313.54998779296875,300.9700012207031,304.7200012207031,19074400.0,0.009307401293461748
2025-06-03,UNH,303.1000061035156,305.7200012207031,300.010009765625,301.2200012207031,12805700.0,-0.011485954272706267
2025-06-04,UNH,303.5400085449219,307.6400146484375,300.20001220703125,300.3800048828125,11255600.0,-0.002788647282672141
2025-06-05,UNH,300.3800048828125,302.4200134277344,294.1099853515625,295.8399963378906,13529000.0,-0.015114216895672161
2025-06-06,UNH,297.2300109863281,304.3900146484375,297.1499938964844,303.2200012207031,12589000.0,0.02494593352544361
2025-06-09,UNH,305.0400085449219,307.3999938964844,301.1400146484375,303.19000244140625,12170300.0,-9.893403857297312e-05
2025-06-10,UNH,303.79998779296875,305.1199951171875,300.5899963378906,303.7900085449219,11384100.0,0.001978977204670773
2025-06-11,UNH,302.67999267578125,311.5799865722656,302.2300109863281,310.55999755859375,14674900.0,0.022285094385093185
