date,naive_turnover,constrained_turnover,naive_cost,constrained_cost,turnover_reduction,cost_saving
2020-10-19,0.0879120879120879,0.04135,8.791208791208791e-05,4.1349999999999995e-05,0.04656208791208791,4.6562087912087914e-05
2020-10-20,0.05494505494505495,0.0279,5.494505494505495e-05,2.79e-05,0.02704505494505495,2.704505494505495e-05
2020-10-21,0.07692307692307691,0.024399999999999995,7.692307692307691e-05,2.4399999999999997e-05,0.05252307692307692,5.2523076923076915e-05
2020-10-22,0.032967032967032954,0.019749999999999993,3.296703296703296e-05,1.9749999999999992e-05,0.01321703296703296,1.3217032967032965e-05
2020-10-23,0.10989010989010987,0.018650000000000007,0.00010989010989010988,1.8650000000000006e-05,0.09124010989010986,9.124010989010987e-05
2020-10-26,0.09890109890109888,0.014750000000000003,9.890109890109888e-05,1.4750000000000003e-05,0.08415109890109888,8.415109890109887e-05
2020-10-27,0.09890109890109891,0.028799999999999996,9.89010989010989e-05,2.8799999999999995e-05,0.07010109890109892,7.010109890109891e-05
2020-10-28,0.16483516483516483,0.03760000000000002,0.00016483516483516484,3.7600000000000026e-05,0.1272351648351648,0.00012723516483516482
2020-10-29,0.2087912087912088,0.038149999999999996,0.0002087912087912088,3.815e-05,0.1706412087912088,0.0001706412087912088
2020-10-30,0.12087912087912087,0.031999999999999994,0.00012087912087912087,3.199999999999999e-05,0.08887912087912087,8.887912087912088e-05
2020-11-02,0.0989010989010989,0.03429999999999998,9.890109890109889e-05,3.429999999999999e-05,0.06460109890109891,6.460109890109891e-05
2020-11-03,0.1208791208791209,0.035949999999999996,0.0001208791208791209,3.595e-05,0.0849291208791209,8.49291208791209e-05
2020-11-04,0.2087912087912088,0.03040000000000001,0.0002087912087912088,3.040000000000001e-05,0.1783912087912088,0.0001783912087912088
2020-11-05,0.12087912087912088,0.036800000000000006,0.00012087912087912089,3.680000000000001e-05,0.08407912087912087,8.407912087912087e-05
2020-11-06,0.1758241758241758,0.03800000000000001,0.00017582417582417582,3.8000000000000016e-05,0.1378241758241758,0.0001378241758241758
2020-11-09,0.10989010989010989,0.034850000000000006,0.00010989010989010989,3.485000000000001e-05,0.07504010989010988,7.504010989010988e-05
2020-11-10,0.12087912087912087,0.03404999999999999,0.00012087912087912087,3.404999999999999e-05,0.08682912087912087,8.682912087912089e-05
2020-11-11,0.06593406593406594,0.0295,6.593406593406594e-05,2.95e-05,0.03643406593406594,3.643406593406594e-05
2020-11-12,0.06593406593406594,0.02849999999999999,6.593406593406594e-05,2.849999999999999e-05,0.037434065934065945,3.7434065934065954e-05
2020-11-13,0.15384615384615385,0.03280000000000001,0.00015384615384615385,3.280000000000001e-05,0.12104615384615384,0.00012104615384615384
2020-11-16,0.14285714285714285,0.026199999999999994,0.00014285714285714284,2.6199999999999993e-05,0.11665714285714285,0.00011665714285714285
2020-11-17,0.0879120879120879,0.03190000000000001,8.791208791208791e-05,3.190000000000001e-05,0.05601208791208789,5.60120879120879e-05
2020-11-18,0.03296703296703296,0.02769999999999999,3.2967032967032964e-05,2.769999999999999e-05,0.005267032967032972,5.267032967032975e-06
2020-11-19,0.05494505494505493,0.02445,5.494505494505493e-05,2.445e-05,0.03049505494505493,3.049505494505493e-05
2020-11-20,0.12087912087912088,0.030399999999999993,0.00012087912087912089,3.0399999999999994e-05,0.09047912087912088,9.04791208791209e-05
2020-11-23,0.10989010989010989,0.03355000000000001,0.00010989010989010989,3.355000000000001e-05,0.07634010989010988,7.634010989010989e-05
2020-11-24,0.16483516483516483,0.021300000000000003,0.00016483516483516484,2.1300000000000003e-05,0.14353516483516482,0.00014353516483516483
2020-11-25,0.07692307692307693,0.02409999999999999,7.692307692307693e-05,2.409999999999999e-05,0.05282307692307694,5.2823076923076936e-05
2020-11-27,0.054945054945054944,0.01775000000000001,5.4945054945054945e-05,1.7750000000000008e-05,0.037195054945054935,3.7195054945054934e-05
2020-11-30,0.07692307692307693,0.01765,7.692307692307693e-05,1.765e-05,0.05927307692307693,5.927307692307693e-05
2020-12-01,0.032967032967032975,0.014849999999999988,3.296703296703298e-05,1.4849999999999988e-05,0.018117032967032987,1.811703296703299e-05
2020-12-02,0.08791208791208792,0.01624999999999999,8.791208791208792e-05,1.6249999999999992e-05,0.07166208791208793,7.166208791208793e-05
2020-12-03,0.021978021978021983,0.01490000000000001,2.1978021978021984e-05,1.4900000000000012e-05,0.007078021978021973,7.078021978021973e-06
2020-12-04,0.04395604395604394,0.013100000000000011,4.395604395604394e-05,1.3100000000000012e-05,0.030856043956043928,3.085604395604393e-05
2020-12-07,0.12087912087912088,0.028399999999999998,0.00012087912087912089,2.84e-05,0.09247912087912089,9.247912087912089e-05
2020-12-08,0.06593406593406594,0.025449999999999993,6.593406593406594e-05,2.5449999999999995e-05,0.04048406593406594,4.048406593406595e-05
2020-12-09,0.15384615384615385,0.03279999999999999,0.00015384615384615385,3.279999999999999e-05,0.12104615384615386,0.00012104615384615387
2020-12-10,0.15384615384615385,0.04020000000000003,0.00015384615384615385,4.020000000000003e-05,0.11364615384615383,0.00011364615384615382
2020-12-11,0.3076923076923077,0.039400000000000004,0.0003076923076923077,3.94e-05,0.2682923076923077,0.0002682923076923077
2020-12-14,0.24175824175824176,0.0408,0.00024175824175824177,4.08e-05,0.20095824175824176,0.00020095824175824179
2020-12-15,0.23076923076923075,0.03405,0.00023076923076923076,3.405e-05,0.19671923076923076,0.00019671923076923075
2020-12-16,0.08791208791208793,0.028250000000000004,8.791208791208794e-05,2.8250000000000006e-05,0.05966208791208793,5.966208791208793e-05
2020-12-17,0.0989010989010989,0.030400000000000007,9.890109890109889e-05,3.0400000000000007e-05,0.06850109890109889,6.850109890109889e-05
2020-12-18,0.20879120879120877,0.031199999999999995,0.00020879120879120877,3.119999999999999e-05,0.17759120879120877,0.00017759120879120877
2020-12-21,0.20879120879120877,0.034549999999999984,0.00020879120879120877,3.4549999999999986e-05,0.1742412087912088,0.00017424120879120877
2020-12-22,0.09890109890109888,0.027699999999999992,9.890109890109888e-05,2.7699999999999992e-05,0.0712010989010989,7.120109890109888e-05
2020-12-23,0.10989010989010989,0.03265000000000001,0.00010989010989010989,3.2650000000000014e-05,0.07724010989010988,7.724010989010988e-05
2020-12-24,0.06593406593406594,0.029200000000000004,6.593406593406594e-05,2.9200000000000005e-05,0.03673406593406593,3.673406593406594e-05
2020-12-28,0.13186813186813184,0.027850000000000003,0.00013186813186813186,2.7850000000000003e-05,0.10401813186813184,0.00010401813186813186
2020-12-29,0.07692307692307691,0.024899999999999995,7.692307692307691e-05,2.4899999999999995e-05,0.05202307692307692,5.202307692307692e-05
2020-12-30,0.10989010989010989,0.02385000000000001,0.00010989010989010989,2.385000000000001e-05,0.08604010989010988,8.604010989010988e-05
2020-12-31,0.08791208791208792,0.02674999999999999,8.791208791208792e-05,2.674999999999999e-05,0.06116208791208793,6.116208791208794e-05
2021-01-04,0.0879120879120879,0.027449999999999985,8.791208791208791e-05,2.7449999999999986e-05,0.06046208791208792,6.046208791208792e-05
2021-01-05,0.0989010989010989,0.024150000000000012,9.890109890109889e-05,2.415000000000001e-05,0.07475109890109888,7.475109890109889e-05
2021-01-06,0.18681318681318682,0.03229999999999998,0.00018681318681318683,3.2299999999999986e-05,0.15451318681318682,0.00015451318681318683
2021-01-07,0.18681318681318682,0.024649999999999995,0.00018681318681318683,2.4649999999999996e-05,0.1621631868131868,0.00016216318681318683
2021-01-08,0.0989010989010989,0.026699999999999995,9.890109890109889e-05,2.6699999999999995e-05,0.07220109890109891,7.22010989010989e-05
2021-01-11,0.07692307692307693,0.023649999999999997,7.692307692307693e-05,2.365e-05,0.05327307692307693,5.327307692307693e-05
2021-01-12,0.10989010989010987,0.0201,0.00010989010989010988,2.01e-05,0.08979010989010988,8.979010989010988e-05
2021-01-13,0.08791208791208792,0.023450000000000002,8.791208791208792e-05,2.3450000000000004e-05,0.06446208791208792,6.446208791208792e-05
2021-01-14,0.13186813186813187,0.022050000000000004,0.00013186813186813188,2.2050000000000004e-05,0.10981813186813187,0.00010981813186813188
2021-01-15,0.10989010989010987,0.024149999999999977,0.00010989010989010988,2.4149999999999977e-05,0.0857401098901099,8.57401098901099e-05
2021-01-19,0.06593406593406592,0.027600000000000013,6.593406593406593e-05,2.7600000000000014e-05,0.03833406593406591,3.8334065934065915e-05
2021-01-20,0.10989010989010989,0.02364999999999999,0.00010989010989010989,2.3649999999999992e-05,0.0862401098901099,8.62401098901099e-05
2021-01-21,0.02197802197802198,0.01570000000000002,2.197802197802198e-05,1.570000000000002e-05,0.00627802197802196,6.278021978021962e-06
2021-01-22,0.02197802197802197,0.012449999999999987,2.197802197802197e-05,1.2449999999999988e-05,0.009528021978021982,9.528021978021983e-06
2021-01-25,0.0,0.010049999999999984,0.0,1.0049999999999985e-05,-0.010049999999999984,-1.0049999999999985e-05
2021-01-26,0.010989010989010988,0.007950000000000007,1.0989010989010989e-05,7.950000000000007e-06,0.0030390109890109807,3.0390109890109818e-06
2021-01-27,0.12087912087912088,0.023650000000000004,0.00012087912087912089,2.3650000000000006e-05,0.09722912087912088,9.722912087912088e-05
2021-01-28,0.0989010989010989,0.03105,9.890109890109889e-05,3.105e-05,0.06785109890109889,6.785109890109888e-05
2021-01-29,0.06593406593406592,0.028099999999999993,6.593406593406593e-05,2.8099999999999995e-05,0.03783406593406593,3.783406593406594e-05
2021-02-01,0.12087912087912088,0.026000000000000002,0.00012087912087912089,2.6000000000000002e-05,0.09487912087912087,9.487912087912089e-05
2021-02-02,0.054945054945054944,0.025699999999999987,5.4945054945054945e-05,2.5699999999999988e-05,0.029245054945054957,2.9245054945054957e-05
2021-02-03,0.06593406593406595,0.022250000000000016,6.593406593406596e-05,2.2250000000000016e-05,0.04368406593406593,4.3684065934065943e-05
2021-02-04,0.08791208791208792,0.025399999999999985,8.791208791208792e-05,2.5399999999999987e-05,0.06251208791208793,6.251208791208793e-05
2021-02-05,0.054945054945054944,0.014900000000000016,5.4945054945054945e-05,1.4900000000000017e-05,0.04004505494505493,4.004505494505493e-05
2021-02-08,0.04395604395604395,0.017050000000000003,4.3956043956043955e-05,1.7050000000000004e-05,0.02690604395604395,2.690604395604395e-05
2021-02-09,0.06593406593406594,0.016099999999999993,6.593406593406594e-05,1.609999999999999e-05,0.049834065934065946,4.983406593406595e-05
2021-02-10,0.032967032967032975,0.01425,3.296703296703298e-05,1.425e-05,0.018717032967032976,1.8717032967032977e-05
2021-02-11,0.05494505494505494,0.015700000000000006,5.494505494505494e-05,1.5700000000000006e-05,0.03924505494505493,3.924505494505493e-05
2021-02-12,0.0989010989010989,0.017849999999999994,9.890109890109889e-05,1.7849999999999993e-05,0.0810510989010989,8.10510989010989e-05
2021-02-16,0.07692307692307693,0.019149999999999976,7.692307692307693e-05,1.9149999999999978e-05,0.057773076923076955,5.777307692307695e-05
2021-02-17,0.06593406593406594,0.019350000000000027,6.593406593406594e-05,1.9350000000000026e-05,0.04658406593406591,4.658406593406592e-05
2021-02-18,0.0879120879120879,0.022550000000000004,8.791208791208791e-05,2.2550000000000006e-05,0.0653620879120879,6.53620879120879e-05
2021-02-19,0.15384615384615385,0.02879999999999998,0.00015384615384615385,2.879999999999998e-05,0.12504615384615386,0.00012504615384615388
2021-02-22,0.12087912087912087,0.02795,0.00012087912087912087,2.795e-05,0.09292912087912086,9.292912087912087e-05
2021-02-23,0.043956043956043946,0.020050000000000012,4.395604395604395e-05,2.0050000000000013e-05,0.023906043956043933,2.3906043956043935e-05
2021-02-24,0.06593406593406592,0.01590000000000002,6.593406593406593e-05,1.5900000000000017e-05,0.050034065934065904,5.003406593406591e-05
2021-02-25,0.054945054945054944,0.02134999999999998,5.4945054945054945e-05,2.134999999999998e-05,0.033595054945054964,3.359505494505497e-05
2021-02-26,0.23076923076923075,0.047550000000000016,0.00023076923076923076,4.755000000000002e-05,0.18321923076923075,0.00018321923076923075
2021-03-01,0.12087912087912087,0.03805000000000001,0.00012087912087912087,3.805000000000001e-05,0.08282912087912087,8.282912087912087e-05
2021-03-02,0.06593406593406594,0.02890000000000001,6.593406593406594e-05,2.890000000000001e-05,0.03703406593406593,3.703406593406593e-05
2021-03-03,0.20879120879120877,0.026650000000000014,0.00020879120879120877,2.6650000000000014e-05,0.18214120879120876,0.00018214120879120874
2021-03-04,0.05494505494505493,0.02085,5.494505494505493e-05,2.0850000000000002e-05,0.03409505494505493,3.4095054945054926e-05
2021-03-05,0.05494505494505495,0.018500000000000003,5.494505494505495e-05,1.8500000000000002e-05,0.03644505494505495,3.644505494505495e-05
2021-03-08,0.15384615384615385,0.027549999999999998,0.00015384615384615385,2.755e-05,0.12629615384615386,0.00012629615384615386
2021-03-09,0.1868131868131868,0.02625,0.0001868131868131868,2.625e-05,0.1605631868131868,0.0001605631868131868
2021-03-10,0.08791208791208792,0.01795000000000003,8.791208791208792e-05,1.795000000000003e-05,0.06996208791208788,6.996208791208789e-05
2021-03-11,0.12087912087912087,0.028000000000000008,0.00012087912087912087,2.800000000000001e-05,0.09287912087912086,9.287912087912087e-05
2021-03-12,0.16483516483516483,0.03584999999999997,0.00016483516483516484,3.584999999999997e-05,0.12898516483516487,0.00012898516483516486
2021-03-15,0.14285714285714285,0.039099999999999996,0.00014285714285714284,3.9099999999999995e-05,0.10375714285714285,0.00010375714285714284
2021-03-16,0.14285714285714285,0.03175000000000001,0.00014285714285714284,3.1750000000000006e-05,0.11110714285714285,0.00011110714285714283
2021-03-17,0.10989010989010989,0.02609999999999999,0.00010989010989010989,2.609999999999999e-05,0.0837901098901099,8.37901098901099e-05
2021-03-18,0.2637362637362637,0.038100000000000016,0.0002637362637362637,3.810000000000002e-05,0.22563626373626366,0.0002256362637362637
2021-03-19,0.10989010989010987,0.0245,0.00010989010989010988,2.4500000000000003e-05,0.08539010989010987,8.539010989010988e-05
2021-03-22,0.10989010989010989,0.025450000000000007,0.00010989010989010989,2.545000000000001e-05,0.08444010989010989,8.444010989010988e-05
2021-03-23,0.04395604395604394,0.024150000000000012,4.395604395604394e-05,2.415000000000001e-05,0.019806043956043927,1.980604395604393e-05
2021-03-24,0.0989010989010989,0.02919999999999997,9.890109890109889e-05,2.919999999999997e-05,0.06970109890109893,6.970109890109893e-05
2021-03-25,0.14285714285714285,0.02430000000000001,0.00014285714285714284,2.430000000000001e-05,0.11855714285714283,0.00011855714285714283
2021-03-26,0.07692307692307693,0.02464999999999999,7.692307692307693e-05,2.4649999999999993e-05,0.052273076923076936,5.2273076923076936e-05
2021-03-29,0.0879120879120879,0.015699999999999992,8.791208791208791e-05,1.5699999999999992e-05,0.07221208791208791,7.221208791208792e-05
2021-03-30,0.13186813186813184,0.029450000000000004,0.00013186813186813186,2.9450000000000004e-05,0.10241813186813184,0.00010241813186813185
2021-03-31,0.12087912087912088,0.026300000000000014,0.00012087912087912089,2.6300000000000016e-05,0.09457912087912086,9.457912087912087e-05
2021-04-01,0.06593406593406592,0.021799999999999983,6.593406593406593e-05,2.1799999999999984e-05,0.044134065934065936,4.413406593406594e-05
2021-04-05,0.032967032967032954,0.018050000000000007,3.296703296703296e-05,1.805000000000001e-05,0.014917032967032947,1.4917032967032949e-05
2021-04-06,0.04395604395604395,0.02339999999999999,4.3956043956043955e-05,2.339999999999999e-05,0.020556043956043962,2.0556043956043965e-05
2021-04-07,0.07692307692307691,0.009550000000000012,7.692307692307691e-05,9.550000000000012e-06,0.0673730769230769,6.73730769230769e-05
2021-04-08,0.02197802197802197,0.009899999999999999,2.197802197802197e-05,9.9e-06,0.01207802197802197,1.207802197802197e-05
2021-04-09,0.04395604395604395,0.013549999999999996,4.3956043956043955e-05,1.3549999999999996e-05,0.030406043956043956,3.0406043956043957e-05
2021-04-12,0.03296703296703296,0.014449999999999996,3.2967032967032964e-05,1.4449999999999995e-05,0.018517032967032963,1.851703296703297e-05
2021-04-13,0.06593406593406592,0.0186,6.593406593406593e-05,1.8599999999999998e-05,0.04733406593406592,4.733406593406593e-05
2021-04-14,0.12087912087912088,0.02630000000000001,0.00012087912087912089,2.6300000000000012e-05,0.09457912087912088,9.457912087912087e-05
2021-04-15,0.0879120879120879,0.0245,8.791208791208791e-05,2.4500000000000003e-05,0.06341208791208791,6.341208791208791e-05
2021-04-16,0.14285714285714285,0.01349999999999999,0.00014285714285714284,1.349999999999999e-05,0.12935714285714286,0.00012935714285714286
2021-04-19,0.07692307692307693,0.020499999999999997,7.692307692307693e-05,2.0499999999999997e-05,0.05642307692307693,5.642307692307693e-05
2021-04-20,0.13186813186813187,0.027600000000000013,0.00013186813186813188,2.7600000000000014e-05,0.10426813186813186,0.00010426813186813186
2021-04-21,0.0989010989010989,0.010899999999999977,9.890109890109889e-05,1.0899999999999977e-05,0.08800109890109892,8.800109890109891e-05
2021-04-22,0.13186813186813187,0.024349999999999997,0.00013186813186813188,2.4349999999999996e-05,0.10751813186813187,0.00010751813186813189
2021-04-23,0.15384615384615385,0.018099999999999984,0.00015384615384615385,1.8099999999999986e-05,0.13574615384615388,0.00013574615384615387
2021-04-26,0.0989010989010989,0.021250000000000012,9.890109890109889e-05,2.125000000000001e-05,0.07765109890109889,7.765109890109888e-05
2021-04-27,0.06593406593406592,0.019949999999999975,6.593406593406593e-05,1.9949999999999977e-05,0.04598406593406595,4.598406593406595e-05
2021-04-28,0.10989010989010987,0.024849999999999997,0.00010989010989010988,2.4849999999999998e-05,0.08504010989010988,8.504010989010988e-05
2021-04-29,0.06593406593406592,0.019100000000000002,6.593406593406593e-05,1.9100000000000003e-05,0.046834065934065916,4.6834065934065925e-05
2021-04-30,0.09890109890109888,0.026649999999999986,9.890109890109888e-05,2.6649999999999987e-05,0.0722510989010989,7.22510989010989e-05
2021-05-03,0.12087912087912088,0.025800000000000017,0.00012087912087912089,2.5800000000000017e-05,0.09507912087912086,9.507912087912087e-05
2021-05-04,0.13186813186813187,0.038849999999999996,0.00013186813186813188,3.8849999999999996e-05,0.09301813186813188,9.301813186813189e-05
2021-05-05,0.021978021978021976,0.027350000000000003,2.1978021978021977e-05,2.7350000000000004e-05,-0.0053719780219780265,-5.371978021978027e-06
2021-05-06,0.13186813186813187,0.0215,0.00013186813186813188,2.1499999999999997e-05,0.11036813186813188,0.00011036813186813189
2021-05-07,0.06593406593406594,0.024999999999999988,6.593406593406594e-05,2.4999999999999988e-05,0.04093406593406595,4.093406593406596e-05
2021-05-10,0.15384615384615385,0.02925000000000002,0.00015384615384615385,2.925000000000002e-05,0.12459615384615383,0.00012459615384615385
2021-05-11,0.14285714285714285,0.03564999999999999,0.00014285714285714284,3.5649999999999986e-05,0.10720714285714286,0.00010720714285714286
2021-05-12,0.0989010989010989,0.03405000000000001,9.890109890109889e-05,3.4050000000000014e-05,0.06485109890109889,6.485109890109888e-05
2021-05-13,0.16483516483516483,0.028699999999999976,0.00016483516483516484,2.8699999999999976e-05,0.13613516483516486,0.00013613516483516487
2021-05-14,0.1978021978021978,0.044550000000000006,0.00019780219780219779,4.4550000000000005e-05,0.1532521978021978,0.0001532521978021978
2021-05-17,0.0989010989010989,0.028199999999999996,9.890109890109889e-05,2.8199999999999998e-05,0.07070109890109891,7.07010989010989e-05
2021-05-18,0.0989010989010989,0.029249999999999988,9.890109890109889e-05,2.924999999999999e-05,0.06965109890109891,6.96510989010989e-05
2021-05-19,0.10989010989010987,0.024049999999999988,0.00010989010989010988,2.4049999999999988e-05,0.08584010989010989,8.584010989010989e-05
2021-05-20,0.0879120879120879,0.02295000000000002,8.791208791208791e-05,2.295000000000002e-05,0.06496208791208788,6.49620879120879e-05
2021-05-21,0.15384615384615383,0.021400000000000006,0.00015384615384615382,2.1400000000000005e-05,0.13244615384615382,0.00013244615384615382
2021-05-24,0.12087912087912088,0.02295,0.00012087912087912089,2.2950000000000002e-05,0.09792912087912088,9.792912087912088e-05
2021-05-25,0.07692307692307693,0.01964999999999999,7.692307692307693e-05,1.964999999999999e-05,0.05727307692307694,5.7273076923076936e-05
2021-05-26,0.06593406593406594,0.012200000000000003,6.593406593406594e-05,1.2200000000000003e-05,0.05373406593406593,5.373406593406594e-05
2021-05-27,0.14285714285714285,0.02685,0.00014285714285714284,2.685e-05,0.11600714285714285,0.00011600714285714284
2021-05-28,0.1208791208791209,0.0314,0.0001208791208791209,3.14e-05,0.0894791208791209,8.94791208791209e-05
2021-06-01,0.07692307692307693,0.02220000000000001,7.692307692307693e-05,2.220000000000001e-05,0.054723076923076916,5.4723076923076915e-05
2021-06-02,0.06593406593406595,0.015449999999999988,6.593406593406596e-05,1.544999999999999e-05,0.05048406593406596,5.0484065934065966e-05
2021-06-03,0.07692307692307691,0.017500000000000022,7.692307692307691e-05,1.7500000000000022e-05,0.05942307692307689,5.942307692307689e-05
2021-06-04,0.1758241758241758,0.023750000000000014,0.00017582417582417582,2.3750000000000015e-05,0.1520741758241758,0.0001520741758241758
2021-06-07,0.09890109890109891,0.026499999999999992,9.89010989010989e-05,2.6499999999999994e-05,0.07240109890109891,7.240109890109891e-05
2021-06-08,0.09890109890109891,0.03130000000000001,9.89010989010989e-05,3.130000000000001e-05,0.0676010989010989,6.76010989010989e-05
2021-06-09,0.09890109890109888,0.02335000000000003,9.890109890109888e-05,2.3350000000000032e-05,0.07555109890109885,7.555109890109885e-05
2021-06-10,0.06593406593406595,0.02204999999999998,6.593406593406596e-05,2.204999999999998e-05,0.04388406593406597,4.3884065934065975e-05
2021-06-11,0.05494505494505495,0.015200000000000002,5.494505494505495e-05,1.5200000000000002e-05,0.03974505494505495,3.974505494505495e-05
2021-06-14,0.07692307692307693,0.019750000000000024,7.692307692307693e-05,1.9750000000000026e-05,0.0571730769230769,5.71730769230769e-05
2021-06-15,0.14285714285714285,0.032749999999999994,0.00014285714285714284,3.2749999999999996e-05,0.11010714285714285,0.00011010714285714284
2021-06-16,0.12087912087912087,0.031900000000000005,0.00012087912087912087,3.19e-05,0.08897912087912085,8.897912087912087e-05
2021-06-17,0.13186813186813187,0.022149999999999996,0.00013186813186813188,2.2149999999999996e-05,0.10971813186813187,0.00010971813186813189
2021-06-18,0.06593406593406594,0.025800000000000007,6.593406593406594e-05,2.5800000000000007e-05,0.04013406593406593,4.013406593406594e-05
