date,port_ret,equity,drawdown,rolling_vol
2020-08-12,0.0,1.0,0.0,
2020-08-13,0.0032082566199607915,1.0032082566199607,0.0,
2020-08-14,0.0022392007873008797,1.005454641338011,0.0,
2020-08-17,0.018498095071665242,1.0240536368837287,0.0,
2020-08-18,0.01506071768196275,1.0394766196000218,0.0,
2020-08-19,-0.00504289647100519,1.0342346466233485,-0.005042896471005087,
2020-08-20,0.014433818305617357,1.0491626015980844,0.0,
2020-08-21,0.008488957537945072,1.0580688983734505,0.0,
2020-08-24,0.005277391628189008,1.0636527423197737,0.0,
2020-08-25,0.010795597645315293,1.0751355093601942,0.0,
2020-08-26,0.020613991344017597,1.097298343443791,0.0,
2020-08-27,0.004428408490498457,1.1021576287445074,0.0,
2020-08-28,0.007679417724150526,1.1106215575734957,0.0,
2020-08-31,0.004348274616812761,1.1154508451011778,0.0,
2020-09-01,0.01853715220268098,1.1361281271914274,0.0,
2020-09-02,0.009052896163872375,1.146413377155746,0.0,
2020-09-03,0.019686010299157067,1.1689816827055257,0.0,
2020-09-04,-0.01575656023731688,1.150562552405656,-0.015756560237316974,
2020-09-08,-0.03929680378079897,1.1053491215462357,-0.054434181562209805,
2020-09-09,0.009512046056920168,1.1158632532993598,-0.04543991594738006,0.2193753072288666
2020-09-10,-0.02982349110059426,1.0825843154951063,-0.07390823011910574,0.2524942418854049
2020-09-11,-0.006210805706912854,1.0758605946502149,-0.07966000616860702,0.2551338069927295
2020-09-14,0.008038480802061633,1.0845088793860054,-0.07226187079682378,0.255545829769957
2020-09-15,0.004345696613334026,1.0892218259502837,-0.06823020235068478,0.2497059556307321
2020-09-16,0.00504528481901258,1.0947172602932878,-0.06352915833579031,0.24590267395790377
2020-09-17,-0.014207426628179342,1.0791641451390694,-0.07683399910816391,0.25181450966312663
2020-09-18,0.014454722163519772,1.0947631630258872,-0.06348989105446456,0.2518279354277317
2020-09-21,-0.01273827081920063,1.0808177733723787,-0.07541941044713196,0.2560898979194821
2020-09-22,0.005412224225725952,1.0866674015090199,-0.07041537298171796,0.256118892534713
2020-09-23,-0.0218615395196933,1.062911179166168,-0.09073752404217739,0.2659297455019634
